"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"         viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.1394707661.apply (Object)","448 B (0%)","8 (0%)","8 (0%)","281.1","8"
"          viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","448 B (0%)","8 (0%)","8 (0%)","281.1","8"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","224 B (0%)","4 (0%)","4 (0%)","190.2","4"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","224 B (0%)","4 (0%)","4 (0%)","190.2","4"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.1394707661.apply (Object)","224 B (0%)","4 (0%)","4 (0%)","190.2","4"
"viper.silicon.state.terms.sorts$FieldValueFunction","63’520 B (0.5%)","1’985 (0.8%)","3’183 (0.8%)","291.5","167"
" java.lang.Object.<init> ()","63’520 B (0.5%)","1’985 (0.8%)","3’183 (0.8%)","291.5","167"
"  viper.silicon.state.terms.sorts$FieldValueFunction.<init> (viper.silicon.state.terms.Sort)","63’520 B (0.5%)","1’985 (0.8%)","3’183 (0.8%)","291.5","167"
"   <Unknown>","33’728 B (0.3%)","1’054 (0.4%)","1’862 (0.4%)","347.6","133"
"    viper.silicon.rules.quantifiedChunkSupporter$.singletonSnapshotMap (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","3’360 B (0%)","105 (0%)","143 (0%)","450.0","31"
"     viper.silicon.rules.executor$.$anonfun$exec2$5 (viper.silver.ast.Field, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, scala.Function2, viper.silver.verifier.PartialVerificationError, viper.silver.ast.FieldAccess, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"      viper.silicon.rules.executor$$$Lambda$2084.758162833.apply (Object, Object, Object)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"       viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"        viper.silicon.rules.evaluator$$$Lambda$1475.1605633616.apply (Object, Object, Object)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"         viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"          viper.silicon.rules.evaluator$$$Lambda$1477.530411961.apply (Object, Object, Object)","2’688 B (0%)","84 (0%)","97 (0%)","479.2","24"
"     viper.silicon.rules.quantifiedChunkSupporter$.produceSingleLocation (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, scala.Function1, viper.silicon.verifier.Verifier, scala.Function2)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"      viper.silicon.rules.producer$.$anonfun$produceTlc$13 (scala.Function2, viper.silver.ast.Field, viper.silicon.state.terms.Term, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"       viper.silicon.rules.producer$$$Lambda$2152.2024729524.apply (Object, Object, Object)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"        viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"         viper.silicon.rules.evaluator$$$Lambda$1475.1605633616.apply (Object, Object, Object)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"          viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","672 B (0%)","21 (0%)","46 (0%)","333.1","15"
"   viper.silicon.rules.producer$.$anonfun$produceTlc$28 (scala.Function2, viper.silver.ast.FieldAccessPredicate, viper.silver.ast.Forall, String, scala.Option, scala.Function2, viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Tuple2, viper.silicon.verifier.Verifier)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"    viper.silicon.rules.producer$$$Lambda$1891.639798579.apply (Object, Object, Object, Object, Object, Object, Object)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"     viper.silicon.rules.evaluator$.$anonfun$evalQuantified$10 (viper.silicon.state.State, scala.Function7, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Tuple6)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"      viper.silicon.rules.evaluator$$$Lambda$1895.289281068.apply (Object)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"       viper.silicon.rules.executionFlowController$.$anonfun$locallyWithResult$3 (scala.Function1, Object)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"        viper.silicon.rules.executionFlowController$$$Lambda$1505.1656817227.apply ()","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"         viper.silicon.interfaces.NonFatalResult.$amp$amp (scala.Function0)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"          viper.silicon.rules.executionFlowController$.locallyWithResult (viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function3, scala.Function1)","29’440 B (0.3%)","920 (0.4%)","1’047 (0.3%)","226.4","153"
"   viper.silicon.supporters.qps.DefaultFieldValueFunctionsContributor.$anonfun$analyze$2 (viper.silicon.supporters.qps.DefaultFieldValueFunctionsContributor, viper.silver.ast.Field)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"    viper.silicon.supporters.qps.DefaultFieldValueFunctionsContributor$$Lambda$1337.724930421.apply (Object)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"     scala.collection.StrictOptimizedIterableOps.map (scala.Function1)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"      scala.collection.StrictOptimizedIterableOps.map$ (scala.collection.StrictOptimizedIterableOps, scala.Function1)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"       scala.collection.immutable.ListSet.map (scala.Function1)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"        viper.silicon.supporters.qps.DefaultFieldValueFunctionsContributor.analyze (viper.silver.ast.Program)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"         viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1$adapted (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","256 B (0%)","8 (0%)","63 (0%)","417.2","6"
"   viper.silicon.supporters.qps.DefaultFieldValueFunctionsContributor.analyze (viper.silver.ast.Program)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"    viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"     viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1$adapted (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"      viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1147.1178366003.apply (Object)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"       scala.collection.immutable.List.foreach (scala.Function1)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"        viper.silicon.verifier.DefaultMasterVerifier.analyzeProgramAndEmitPreambleContributions (viper.silver.ast.Program, viper.silicon.interfaces.decider.ProverLike)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"         viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"          viper.silicon.Silicon.viper$silicon$Silicon$$runVerifier (viper.silver.ast.Program, scala.collection.immutable.Seq)","96 B (0%)","3 (0%)","211 (0.1%)","244.3","3"
"viper.silicon.state.terms.SetIn","52’464 B (0.5%)","1’093 (0.4%)","1’093 (0.3%)","324.3","138"
" java.lang.Object.<init> ()","52’464 B (0.5%)","1’093 (0.4%)","1’093 (0.3%)","324.3","138"
"  <Unknown>","52’464 B (0.5%)","1’093 (0.4%)","1’093 (0.3%)","324.3","138"
"viper.silicon.state.terms.Domain","47’664 B (0.4%)","993 (0.4%)","993 (0.2%)","331.8","135"
" java.lang.Object.<init> ()","47’664 B (0.4%)","993 (0.4%)","993 (0.2%)","331.8","135"
"viper.silicon.state.terms.sorts$Set","45’376 B (0.4%)","1’418 (0.5%)","51’258 (12.3%)","351.8","148"
" java.lang.Object.<init> ()","45’376 B (0.4%)","1’418 (0.5%)","44’229 (10.6%)","351.8","148"
"  viper.silicon.state.terms.sorts$Set.<init> (viper.silicon.state.terms.Sort)","45’376 B (0.4%)","1’418 (0.5%)","44’229 (10.6%)","351.8","148"
"   viper.silicon.supporters.DefaultSetsContributor.targetSortFactory (scala.collection.Iterable)","10’144 B (0.1%)","317 (0.1%)","42’960 (10.3%)","451.9","10"
"    viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$symbolConverter$1 (viper.silicon.supporters.BuiltinDomainsContributor, scala.collection.Iterable)","10’144 B (0.1%)","317 (0.1%)","42’960 (10.3%)","451.9","10"
"     viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1837.567354720.apply (Object)","10’144 B (0.1%)","317 (0.1%)","42’960 (10.3%)","451.9","10"
"      viper.silicon.supporters.BuiltinDomainAwareSymbolConverter.toSort (viper.silver.ast.Type)","10’144 B (0.1%)","317 (0.1%)","42’960 (10.3%)","451.9","10"
"       viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$2 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","4’800 B (0%)","150 (0.1%)","2’685 (0.6%)","455.4","7"
"        viper.silicon.state.DefaultSymbolConverter$$Lambda$1323.1413433093.apply (Object)","4’800 B (0%)","150 (0.1%)","2’685 (0.6%)","455.4","7"
"         scala.collection.immutable.List.map (scala.Function1)","4’800 B (0%)","150 (0.1%)","2’685 (0.6%)","455.4","7"
"          scala.collection.immutable.List.map (scala.Function1)","4’800 B (0%)","150 (0.1%)","2’685 (0.6%)","455.4","7"
"       viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$translateAxiom$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.Type)","2’880 B (0%)","90 (0%)","39’022 (9.3%)","455.2","7"
"        viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1842.557683390.apply (Object)","2’880 B (0%)","90 (0%)","39’022 (9.3%)","455.2","7"
"         viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","2’880 B (0%)","90 (0%)","39’022 (9.3%)","455.2","7"
"          viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","2’880 B (0%)","90 (0%)","39’022 (9.3%)","455.2","7"
"       viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","1’920 B (0%)","60 (0%)","1’074 (0.3%)","455.4","7"
"        viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","1’920 B (0%)","60 (0%)","1’074 (0.3%)","455.4","7"
"         viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectFunctions$2$adapted (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainFunc)","1’920 B (0%)","60 (0%)","1’074 (0.3%)","455.4","7"
"          viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1839.595538418.apply (Object)","1’920 B (0%)","60 (0%)","1’074 (0.3%)","455.4","7"
"       viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectSorts$3 (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainType)","544 B (0%)","17 (0%)","179 (0%)","390.7","8"
"        viper.silicon.supporters.BuiltinDomainsContributor.$anonfun$collectSorts$3$adapted (viper.silicon.supporters.BuiltinDomainsContributor, viper.silver.ast.DomainType)","544 B (0%)","17 (0%)","179 (0%)","390.7","8"
"         viper.silicon.supporters.BuiltinDomainsContributor$$Lambda$1273.2102510280.apply (Object)","544 B (0%)","17 (0%)","179 (0%)","390.7","8"
"          scala.collection.IterableOnceOps.foreach (scala.Function1)","544 B (0%)","17 (0%)","179 (0%)","390.7","8"
"   viper.silicon.state.DefaultSymbolConverter.toSort (viper.silver.ast.Type)","2’016 B (0%)","63 (0%)","231 (0.1%)","243.6","5"
"    viper.silicon.rules.executor$.exec2 (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","544 B (0%)","17 (0%)","17 (0%)","244.5","4"
"     viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.ast.Stmt, viper.silicon.verifier.Verifier, scala.Function2)","544 B (0%)","17 (0%)","17 (0%)","244.5","4"
"      viper.silicon.rules.executor$.execs (viper.silicon.state.State, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Function2)","544 B (0%)","17 (0%)","17 (0%)","244.5","4"
"       viper.silicon.rules.executor$.$anonfun$execs$1 (scala.collection.immutable.Seq, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","416 B (0%)","13 (0%)","13 (0%)","257.0","4"
"        viper.silicon.rules.executor$$$Lambda$1618.918498558.apply (Object, Object)","416 B (0%)","13 (0%)","13 (0%)","257.0","4"
"         viper.silicon.rules.executor$.$anonfun$exec$23 (viper.silver.ast.Stmt, int, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","416 B (0%)","13 (0%)","13 (0%)","257.0","4"
"          viper.silicon.rules.executor$$$Lambda$1619.225921865.apply (Object, Object)","416 B (0%)","13 (0%)","13 (0%)","257.0","4"
"       viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.Block, scala.Enumeration.Value, viper.silicon.verifier.Verifier, scala.Function2)","128 B (0%)","4 (0%)","4 (0%)","204.0","2"
"        viper.silicon.rules.executor$.exec (viper.silicon.state.State, viper.silver.cfg.silver.SilverCfg, viper.silicon.verifier.Verifier, scala.Function2)","128 B (0%)","4 (0%)","4 (0%)","204.0","2"
"         viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$.$anonfun$verify$15 (viper.silver.cfg.silver.SilverCfg, scala.collection.immutable.Seq, scala.Function1, viper.silicon.state.State, viper.silicon.verifier.Verifier)","128 B (0%)","4 (0%)","4 (0%)","204.0","2"
"          viper.silicon.supporters.DefaultMethodVerificationUnitProvider$methodSupporter$$$Lambda$1615.2040405607.apply (Object, Object)","128 B (0%)","4 (0%)","4 (0%)","204.0","2"
"    viper.silicon.rules.executor$.ssaifyRhs (viper.silicon.state.terms.Term, String, viper.silver.ast.Type, viper.silicon.verifier.Verifier)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"     viper.silicon.rules.executor$.$anonfun$exec2$3 (viper.silver.ast.LocalVar, viper.silicon.verifier.Verifier, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"      viper.silicon.rules.executor$$$Lambda$1667.946234248.apply (Object, Object, Object)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"       viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"        viper.silicon.rules.evaluator$$$Lambda$1475.1605633616.apply (Object, Object, Object)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"         viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"          viper.silicon.rules.evaluator$$$Lambda$1477.530411961.apply (Object, Object, Object)","448 B (0%)","14 (0%)","14 (0%)","233.2","4"
"    viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.DomainFunc)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"     viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"      viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$2$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.DomainFunc)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"       viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1321.2032861243.apply (Object)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"        scala.collection.immutable.List.foreach (scala.Function1)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"         viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$1 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Domain)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"          viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$1$adapted (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Domain)","192 B (0%)","6 (0%)","12 (0%)","317.0","1"
"    viper.silicon.supporters.DefaultDomainsContributor.$anonfun$collectDomainMembers$5 (viper.silicon.supporters.DefaultDomainsContributor, viper.silver.ast.Type)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"     viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1329.75041444.apply (Object)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"      viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"       viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"        viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1330.1394707661.apply (Object)","192 B (0%)","6 (0%)","168 (0%)","317.0","1"
"    viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.Function)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"     viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.1672402303.apply (Object)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"        scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"         scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.analyze (viper.silver.ast.Program)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"    viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.1672402303.apply (Object)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"        scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.analyze (viper.silver.ast.Program)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"    viper.silicon.state.DefaultSymbolConverter.$anonfun$toFunction$7 (viper.silicon.state.DefaultSymbolConverter, viper.silver.ast.Type)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"     viper.silicon.state.DefaultSymbolConverter$$Lambda$1359.231558553.apply (Object)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"      scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"        viper.silicon.state.DefaultSymbolConverter.toFunction (viper.silver.ast.Function)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"         viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"    viper.silicon.supporters.functions.FunctionData.$anonfun$formalArgs$2 (viper.silicon.supporters.functions.FunctionData, scala.Tuple2)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"     viper.silicon.supporters.functions.FunctionData$$Lambda$1362.2112940759.apply (Object)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"      scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"        viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.1672402303.apply (Object)","160 B (0%)","5 (0%)","5 (0%)","206.0","1"
"   viper.silicon.state.terms.SetAdd.<init> (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"    viper.silicon.state.terms.SetAdd$._apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"     viper.silicon.state.terms.SetAdd$.apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"      viper.silicon.rules.evaluator$.$anonfun$eval2$98 (viper.silicon.state.terms.SetTerm, viper.silicon.state.terms.Term)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"       viper.silicon.rules.evaluator$$$Lambda$2312.157346791.apply (Object, Object)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"        scala.collection.LinearSeqOps.foldLeft (Object, scala.Function2)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"         scala.collection.LinearSeqOps.foldLeft$ (scala.collection.LinearSeqOps, Object, scala.Function2)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"          scala.collection.immutable.List.foldLeft (Object, scala.Function2)","864 B (0%)","27 (0%)","27 (0%)","301.1","4"
"   viper.silicon.state.terms.PredicateDomain.<init> (String, viper.silicon.state.terms.Term)","352 B (0%)","11 (0%)","11 (0%)","38.5","2"
"    viper.silicon.state.terms.PredicateDomain$.apply (String, viper.silicon.state.terms.Term)","352 B (0%)","11 (0%)","11 (0%)","38.5","2"
"     viper.silicon.rules.quantifiedChunkSupporter$.summarise_predicate_or_wand (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silver.ast.Resource, scala.Option, viper.silicon.verifier.Verifier)","352 B (0%)","11 (0%)","11 (0%)","38.5","2"
"viper.silicon.state.terms.IsReadPermVar","37’392 B (0.3%)","779 (0.3%)","779 (0.2%)","339.6","52"
" java.lang.Object.<init> ()","37’392 B (0.3%)","779 (0.3%)","779 (0.2%)","339.6","52"
